Institution Code,Inst Description,Term Code,Term Description,Session Code,Session Description,Academic Group Code,Academic Group Description,Academic Organization Code,Academic Organization Description,Department Code,Course Subject,Catalog Number,Class #,Course Description,Course Topic,Instructor Name,GPA Grades,Total Grades,Percent Majors,Avg Class Grade,Avg Student GPA,Percent A Grades,Percent B Grades,Percent C Grades,Percent D Grades,All Other Grades #,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,S,I,R,NY,NR,NC,W,WX,Other,Data Freeze Date
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,37118,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Richards,Eric L.",26,26,100,3.888,3.915,96.2,0,3.8,0,0,12,9,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,9779,EXP CRSE FOR MBA GLB EXEC TRCK,LEAD/MANAGE IN A GLB ENVIR A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,12774,EXP CRSE FOR MBA GLB EXEC TRCK,GLOBAL BUSINESS ENVIRONMENT,"Richards,Eric L.",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,14895,EXP CRSE FOR MBA GLB EXEC TRCK,INTERNATIONAL MONETARY SYSTEMS,"Hauskrecht,Andreas",24,25,100,3.658,3.412,58.3,41.7,0,0,1,0,11,3,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,14898,EXP CRSE FOR MBA GLB EXEC TRCK,VALUE CHAIN IN HEALTHCARE,"Andrew,Libby R",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,36822,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Andrew,Libby R",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,37119,EXP CRSE FOR MBA GLB EXEC TRCK,GOV POLICY/IND COLLABORATION,"Richards,Eric L.",33,33,100,3.803,3.786,87.9,9.1,3,0,0,9,15,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,14897,EXP CRSE FOR MBA GLB EXEC TRCK,ACCT FOR EXECS LIFE SCIENCES,"Andrew,Libby R",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,14899,EXP CRSE FOR MBA GLB EXEC TRCK,DEV INNOV & LAUNCH NEW PROD,"Schlegel,Fred H",33,33,100,3.879,3.786,97,3,0,0,0,5,16,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,36670,EXP CRSE FOR MBA GLB EXEC TRCK,CHANGE & CRISIS MANAGEMENT,"Davis,James Michael",27,27,100,3.889,3.917,88.9,11.1,0,0,0,9,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,599,14901,EXP CRSE FOR MBA GLB EXEC TRCK,LEADING INDIVIDUAL CHANGE,"Andrew,Libby R",11,11,100,3.891,3.698,100,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,599,36671,EXP CRSE FOR MBA GLB EXEC TRCK,ESG STRATEGY,"Richards,Eric L.",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,511,36669,EFFECTIVE COMMUNICATIONS,N/A,"Bailey-Hughes,Brenda Marie",31,32,100,3.645,3.779,77.4,16.1,3.2,0,2,7,13,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,531,14997,FINANCIAL ACCOUNTING,N/A,"Cook,Christopher Stephen",26,26,100,4,3.915,100,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,541,14894,DECISION MAKING & ANALYSIS,N/A,"Soni,Ashok",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,511,14902,ORGANIZATNL DEVELOPMT & CHANGE,N/A,"Baldwin,Timothy T.",70,70,0,4,3.801,100,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,511,36672,ORGANIZATNL DEVELOPMT & CHANGE,N/A,"Baldwin,Timothy T.",11,11,0,4,3.84,100,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,512,14963,"LEADERSHIP, TEAMS & INCLUSION",N/A,"Luther,Raymond J",48,50,100,3.769,3.75,81.3,18.8,0,0,2,0,27,12,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,512,14964,"LEADERSHIP, TEAMS & INCLUSION",N/A,"Luther,Raymond J",50,51,100,3.898,3.802,94,6,0,0,1,0,37,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,13790,QUANTITATIVE ANALYSIS,N/A,"Perry,Aaron B",30,31,0,3.65,3.704,80,20,0,0,1,0,5,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,6685,QUANTITATIVE ANALYSIS,N/A,"Cattani,Kyle David",25,27,100,3.108,3.287,48,24,24,0,3,0,7,5,1,4,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,6686,QUANTITATIVE ANALYSIS,N/A,"Cattani,Kyle David",29,35,38.2,3.166,3.34,41.4,48.3,3.4,3.4,7,0,5,7,6,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14841,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",30,31,96.8,3.237,3.5,46.7,43.3,3.3,3.3,2,0,10,4,5,3,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,522,10586,INFORMATION TECHNOLOGY,N/A,"Taylor,Nolan J.",10,10,0,3.94,3.759,100,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,522,37754,INFORMATION TECHNOLOGY,N/A,"Taylor,Nolan J.",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,522,8028,INFORMATION TECHNOLOGY,N/A,"Taylor,Nolan J.",49,49,0,3.786,3.589,87.8,10.2,0,0,1,0,37,6,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,530,6687,ECONOMICS FOR MANAGERS,N/A,"Rice,Jennifer Lynn",37,38,52.6,3.662,3.514,62.2,37.8,0,0,1,0,16,7,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,540,14995,FINANCIAL MANAGEMENT,N/A,"Perry,Tod",39,40,0,3.495,3.676,51.3,46.2,2.6,0,1,0,13,7,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,540,6688,FINANCIAL MANAGEMENT,N/A,"Rhoads,Russell A",16,17,12.5,3.138,3.586,31.3,56.3,6.3,0,2,1,3,1,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,548,15294,MANAGING INTELLECTUAL PROPERTY,N/A,"Lemper,Tim",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,549,14966,DECISION MAKING AND LEADERSHIP,N/A,"Eikenberry,Shawna Meyer",45,45,100,3.438,3.663,60,28.9,8.9,0,1,5,14,8,7,4,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,549,15090,DECISION MAKING AND LEADERSHIP,N/A,"Eikenberry,Shawna Meyer",43,45,100,3.458,3.685,48.8,48.8,2.3,0,2,6,3,12,11,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,553,14967,WHITE COLLAR CRIME&CORP ETHICS,N/A,"Fort,Timothy L",45,46,97.8,3.72,3.729,82.2,15.6,2.2,0,1,0,22,15,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,560,9780,STRATEGIC MGMT & BUSINESS PLAN,N/A,"Magjuka,Richard J.",37,39,0,3.773,3.557,83.8,16.2,0,0,2,0,22,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,561,6940,THE U.S. IN A GLOBAL ECONOMY,N/A,"Hauskrecht,Andreas",18,20,0,3.878,3.747,94.4,5.6,0,0,2,0,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,562,6689,DEVELPG STRATEGIC CAPABILITIES,N/A,"Cochran,Philip L.",48,50,20.8,3.863,3.698,89.6,8.3,2.1,0,2,11,27,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,565,36482,THKG STRAT: GAME THRY/BUS STRT,N/A,"Cakirer,Kerem",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,565,7807,THKG STRAT: GAME THRY/BUS STRT,N/A,"Cakirer,Kerem",50,50,100,3.606,3.786,72,28,0,0,0,0,11,25,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,565,7961,THKG STRAT: GAME THRY/BUS STRT,N/A,"Cakirer,Kerem",47,50,100,3.696,3.786,76.6,23.4,0,0,3,0,23,13,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,565,8868,THKG STRAT: GAME THRY/BUS STRT,N/A,"Marchionne,Francesco",47,50,16.7,3.506,3.55,46.8,53.2,0,0,3,3,9,10,17,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,570,15108,STRATEGIC MARKETING MANAGEMENT,N/A,"Threlkeld,James Shannon",40,40,5,3.84,3.722,90,10,0,0,0,0,25,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,570,37138,STRATEGIC MARKETING MANAGEMENT,N/A,"Stovall,Tony",39,41,0,3.615,3.66,74.4,20.5,5.1,0,2,5,13,11,3,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,570,8029,STRATEGIC MARKETING MANAGEMENT,N/A,"Saxton,M Kim",40,40,0,3.913,3.887,95,5,0,0,0,0,32,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/20/23
IUBLA,Bloomington,4228,Fall 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,572,14842,APPLIED MARKETING RESEARCH,N/A,"Burke,Raymond Robert",44,45,100,3.616,3.786,59.1,38.6,2.3,0,1,0,23,3,11,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1/20/23
