Institution Code,Inst Description,Term Code,Term Description,Session Code,Session Description,Academic Group Code,Academic Group Description,Academic Organization Code,Academic Organization Description,Department Code,Course Subject,Catalog Number,Class #,Course Description,Course Topic,Instructor Name,GPA Grades,Total Grades,Percent Majors,Avg Class Grade,Avg Student GPA,APCT,BPCT,CPCT,DPCT,OTHERCNT,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,S,I,R,NY,NR,NC,W,WX,Other,Data Freeze Date
IUBLA,Bloomington,4215,Summer 2021,O81,Online Eight Week - First,ARL,School of Arts & Letters,BL-OCC,Online Class Connect,ENG,ENG-L,635,13586,RDGS AMER ETHNIC LIT & CLTR,N/A,"Earley,Samantha Manchester",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,14896,PREDICT ANALYTICS/DATA MINING,N/A,"Newquist,Jay D.",74,80,0,3.916,3.736,89.2,10.8,0,0,6,54,12,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,14897,PREDICT ANALYTICS/DATA MINING,N/A,"Newquist,Jay D.",74,76,0,3.938,3.718,94.6,5.4,0,0,2,58,8,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,7209,PREDICT ANALYTICS/DATA MINING,N/A,"Acito,Franklin",23,24,100,3.587,3.635,65.2,34.8,0,0,1,0,8,7,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,14901,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Frutiger,Michael Douglas",72,76,0,3.622,3.715,75,22.2,2.8,0,4,0,30,24,6,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,7147,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Frutiger,Michael Douglas",28,32,100,3.507,3.571,64.3,28.6,7.1,0,4,0,10,8,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,8347,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Li,Jie",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,534,38358,SIM & OPT FOR BUS ANALYTICS,N/A,"Blocher,James D",31,38,37.1,3.929,3.683,96.8,3.2,0,0,7,0,26,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,534,7755,SIM & OPT FOR BUS ANALYTICS,N/A,"Blocher,James D",38,40,0,3.861,3.752,92.1,5.3,0,2.6,2,0,32,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,534,8246,SIM & OPT FOR BUS ANALYTICS,N/A,"Blocher,James D",39,40,0,3.849,3.763,92.3,2.6,5.1,0,1,0,33,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,535,7153,VALUE THRU BUS ANALYTICS APPS,N/A,"Serex,Paul",80,80,0,3.48,3.713,52.5,47.5,0,0,0,8,16,18,8,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,535,7803,VALUE THRU BUS ANALYTICS APPS,N/A,"Hill,John David",100,100,42,3.588,3.754,66,34,0,0,0,2,32,32,12,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,510,14900,DIGITAL ENTERPRISE BUS TECH,N/A,"Kinser,James Eric",56,58,0,3.979,3.7,100,0,0,0,2,0,52,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,510,15491,DIGITAL ENTERPRISE BUS TECH,N/A,"Kinser,James Eric",11,13,0,3.791,3.666,90.9,0,9.1,0,2,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,510,35028,DIGITAL ENTERPRISE BUS TECH,N/A,"Kinser,James Eric",12,12,0,4,3.73,100,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,514,14899,BUSINESS IN THE DIGITAL FUTURE,N/A,"Barsi Lopes,Alexandre",20,20,0,3.74,3.69,80,20,0,0,0,0,12,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,514,15493,BUSINESS IN THE DIGITAL FUTURE,N/A,"Barsi Lopes,Alexandre",6,6,0,3.4,3.729,83.3,0,0,16.7,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,15014,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",54,58,0,3.781,3.771,70.4,29.6,0,0,4,0,36,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,15352,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",50,56,0,3.596,3.648,44,56,0,0,6,0,22,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,35416,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",25,25,0,3.56,3.73,48,48,4,0,0,2,10,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,38436,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Richards,Eric L.",25,28,100,3.972,3.88,96,4,0,0,3,9,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,8610,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",40,42,100,3.68,3.651,65,35,0,0,2,0,24,2,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,10628,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,14853,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Benrud,Erik Charles",70,70,100,3.217,3.374,40,48.6,5.7,2.9,2,0,24,4,8,22,4,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,597,10627,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,14967,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Magjuka,Richard J.",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,15117,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,33097,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Davis,James Michael",31,31,100,3.897,3.869,93.5,6.5,0,0,0,13,13,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,33100,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Cattani,Kyle David",31,31,100,3.874,3.869,90.3,9.7,0,0,0,2,20,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,510,38813,GLOBAL EXPERIENCE,N/A,"Richards,Eric L.",31,31,100,4,3.869,100,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,511,38421,EFFECTIVE COMMUNICATIONS,N/A,"Bailey-Hughes,Brenda Marie",25,26,100,3.932,3.88,92,8,0,0,1,5,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,531,32550,FINANCIAL ACCOUNTING,N/A,"Miller,Brian Paul",25,26,100,3.644,3.88,68,32,0,0,1,4,10,3,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,561,12795,BUSINESS STRATEGY,N/A,"Geoghegan,Will",27,28,100,3.541,3.855,63,37,0,0,1,0,8,9,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,589,37212,APPLIED BUSINESS PROJECTS,N/A,"Richards,Eric L.",31,31,100,4,3.869,100,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,590,37197,INTEGRATED CAPSTONE,N/A,"Richards,Eric L.",31,31,100,4,3.869,100,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,511,10206,ORGANIZATNL DEVELOPMT & CHANGE,N/A,"Magjuka,Richard J.",30,30,0,4,3.91,100,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,14902,QUANTITATIVE ANALYSIS,N/A,"Kinser,James Eric",84,92,100,3.726,3.741,78.6,19,2.4,0,8,0,48,18,8,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,14903,QUANTITATIVE ANALYSIS,N/A,"Cutshall,Rex R.",76,86,100,3.708,3.674,84.2,13.2,0,0,12,2,48,14,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,14905,QUANTITATIVE ANALYSIS,N/A,"Kinser,James Eric",78,90,100,3.679,3.644,76.9,17.9,5.1,0,12,0,46,14,4,8,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,15256,QUANTITATIVE ANALYSIS,N/A,"Kinser,James Eric",74,86,78.6,3.63,3.596,70.3,27,0,0,14,0,40,12,16,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,5562,QUANTITATIVE ANALYSIS,N/A,"Hill,John David",80,88,100,3.643,3.754,65,35,0,0,8,6,26,20,20,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,5563,QUANTITATIVE ANALYSIS,N/A,"Hill,John David",88,90,100,3.459,3.655,50,50,0,0,2,4,14,26,20,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,7225,QUANTITATIVE ANALYSIS,N/A,"Blocher,James D",39,40,0,3.087,3.541,35.9,51.3,10.3,0,2,2,5,7,4,7,9,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,7370,QUANTITATIVE ANALYSIS,N/A,"Perry,Aaron B",98,98,0,3.249,3.603,46.9,42.9,6.1,0,4,16,10,20,16,16,10,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8370,QUANTITATIVE ANALYSIS,N/A,"Blocher,James D",34,36,0,3.374,3.604,50,44.1,2.9,0,3,1,12,4,7,4,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8528,QUANTITATIVE ANALYSIS,N/A,"Hill,John David",74,82,100,3.311,3.566,43.2,54.1,0,0,10,2,16,14,16,12,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14906,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",80,90,100,3.57,3.693,75,15,5,5,10,0,52,8,0,10,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,2,8,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14920,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Smith,John Reed",84,90,100,3.576,3.699,54.8,45.2,0,0,6,6,22,18,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14921,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Smith,John Reed",80,88,100,3.55,3.635,50,47.5,2.5,0,8,4,30,6,26,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,15254,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Miller,Brian Paul",82,86,100,3.38,3.643,56.1,36.6,4.9,0,6,6,12,28,18,6,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,33105,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Zheng,Lin",55,57,0,3.576,3.548,63.6,34.5,0,0,3,3,24,8,10,6,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,5173,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",29,36,100,3.607,3.72,65.5,31,0,3.4,7,0,16,3,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,5564,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",82,88,100,3.788,3.758,80.5,17.1,2.4,0,6,0,66,0,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,6837,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",76,80,0,3.795,3.662,78.9,18.4,2.6,0,4,0,60,0,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8613,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",84,86,0,3.817,3.715,85.7,9.5,4.8,0,2,0,72,0,2,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8690,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",78,88,100,3.423,3.609,66.7,20.5,7.7,2.6,12,0,36,16,6,6,4,4,2,0,0,2,0,2,0,0,0,0,0,0,0,4,6,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,9405,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",16,17,0,3.731,3.78,75,25,0,0,1,0,10,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,522,6962,INFORMATION TECHNOLOGY,N/A,"Dennis,Joshua Scott",28,29,3.6,3.943,3.778,96.4,3.6,0,0,1,0,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,524,35045,STRATEGIC ENTREPRENEURSHIP,N/A,"Cutillo,Barb",39,40,92.3,3.895,3.712,94.9,5.1,0,0,1,0,30,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,526,36697,CORPORATE ENTREP & INNOV,N/A,"Loucks,Susan L",26,27,92.3,3.915,3.718,96.2,3.8,0,0,1,9,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,526,7591,CORPORATE ENTREP & INNOV,N/A,"Loucks,Susan L",44,45,100,3.984,3.728,97.7,2.3,0,0,1,19,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,527,10208,BUSINESS ECONOMETRICS,N/A,"McDermott,Eric",43,44,0,3.605,3.657,60.5,39.5,0,0,1,4,14,8,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,527,14995,BUSINESS ECONOMETRICS,N/A,"McDermott,Eric",98,100,95.9,3.722,3.742,73.5,26.5,0,0,2,16,42,14,16,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,527,14996,BUSINESS ECONOMETRICS,N/A,"McDermott,Eric",100,100,90,3.722,3.675,80,20,0,0,0,14,44,22,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,528,15665,PREDICT ANALYTICS & BUS STRAT,N/A,"McDermott,Eric",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,528,35073,PREDICT ANALYTICS & BUS STRAT,N/A,"Wildenbeest,Matthijs R",29,33,100,3.676,3.776,65.5,34.5,0,0,4,5,11,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,528,35076,PREDICT ANALYTICS & BUS STRAT,N/A,"Wildenbeest,Matthijs R",11,13,100,3.664,3.793,63.6,36.4,0,0,2,2,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/10/21
IUBLA,Bloomington,4215,Summer 2021,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,528,8195,PREDICT ANALYTICS & BUS STRAT,N/A,"McDermott,Eric",32,38,100,3.813,3.68,81.3,18.8,0,0,6,8,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,9/10/21
