Institution Code,Inst Description,Term Code,Term Description,Session Code,Session Description,Academic Group Code,Academic Group Description,Academic Organization Code,Academic Organization Description,Department Code,Course Subject,Catalog Number,Class #,Course Description,Course Topic,Instructor Name,GPA Grades,Total Grades,Percent Majors,Avg Class Grade,Avg Student GPA,APCT,BPCT,CPCT,DPCT,OTHERCNT,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,S,I,R,NY,NR,NC,W,WX,Other,Data Freeze Date
IUBLA,Bloomington,4225,Summer 2022,OL1,Online Session 1,ARL,School of Arts & Letters,BL-OCC,Online Class Connect,SPAN,SPAN-T,520,14790,SPANISH WRITING AND GRAMMAR,N/A,"Badia,Mindy Stivers",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,6552,PREDICT ANALYTICS/DATA MINING,N/A,"Newquist,Jay D.",18,20,100,3.372,3.371,61.1,27.8,5.6,0,3,2,5,4,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,8470,PREDICT ANALYTICS/DATA MINING,N/A,"Newquist,Jay D.",44,45,0,3.75,3.748,75,25,0,0,1,0,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,531,8471,PREDICT ANALYTICS/DATA MINING,N/A,"Newquist,Jay D.",41,43,0,3.439,3.561,73.2,17.1,0,0,6,0,23,7,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,6726,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Li,Jie",25,27,42.3,3.236,3.537,56,28,12,0,3,4,5,5,1,3,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,7674,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Li,Jie",6,9,0,2.667,3.162,33.3,33.3,16.7,0,4,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,533,8475,"DATA WAREHOUSING,MINING&VISUAL",N/A,"Li,Jie",41,42,2.4,3.441,3.699,58.5,36.6,0,2.4,2,8,8,8,9,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,534,36526,SIM & OPT FOR BUS ANALYTICS,N/A,"Cutshall,Rex R.",15,15,100,3.96,3.772,100,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,535,6729,VALUE THRU BUS ANALYTICS APPS,N/A,"Serex,Paul",36,37,0,3.631,3.761,72.2,27.8,0,0,1,1,12,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-C,535,7270,VALUE THRU BUS ANALYTICS APPS,N/A,"Hill,John David",17,18,61.1,3.382,3.676,58.8,29.4,11.8,0,1,0,5,5,1,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,510,13515,DIGITAL ENTERPRISE BUS TECH,N/A,"Kinser,James Eric",34,37,2.9,3.879,3.724,85.3,14.7,0,0,3,0,29,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,514,14337,BUSINESS IN THE DIGITAL FUTURE,N/A,"Barsi Lopes,Alexandre",32,32,6.3,3.803,3.632,93.8,3.1,3.1,0,0,0,17,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NS2,Non Standard Session 2,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-T,514,8690,BUSINESS IN THE DIGITAL FUTURE,N/A,"Barsi Lopes,Alexandre",8,8,0,3.213,3.115,62.5,25,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,13796,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",35,36,0,3.714,3.795,62.9,37.1,0,0,1,1,20,1,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,13945,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Khatri,Vijay",33,33,100,3.839,3.786,84.8,15.2,0,0,0,6,17,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,37500,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Richards,Eric L.",33,33,100,3.833,3.809,87.9,12.1,0,0,0,4,19,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,7831,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",29,30,100,3.659,3.687,58.6,41.4,0,0,1,0,17,0,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,8514,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",39,40,0,3.738,3.721,69.2,30.8,0,0,1,1,24,2,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,594,8646,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Luther,Raymond J",40,40,0,3.54,3.715,55,40,2.5,0,1,1,21,0,13,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,6W1,Six Week - First,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,36390,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Hauskrecht,Andreas",53,55,100,3.855,3.599,84.9,15.1,0,0,2,0,40,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,595,37362,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Serex,Paul",16,16,56.3,3.6,3.642,75,18.8,0,0,1,2,9,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,36391,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Shum,Daniel T",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,6795,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,8456,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Benrud,Erik Charles",26,28,100,2.95,3.17,30.8,53.8,3.8,3.8,4,0,4,4,5,7,2,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,596,9431,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,597,37501,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Richards,Eric L.",23,24,100,3.713,3.783,73.9,26.1,0,0,1,3,9,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,597,9430,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Thacker,Amanda",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,12764,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Cattani,Kyle David",25,25,100,3.752,3.766,80,20,0,0,0,0,14,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,13946,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Davis,James Michael",33,33,100,3.873,3.786,90.9,9.1,0,0,0,11,12,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,13947,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Cattani,Kyle David",33,33,100,3.594,3.786,66.7,33.3,0,0,0,0,12,10,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,13948,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Shackelford,Scott James",33,33,100,3.376,3.786,45.5,48.5,6.1,0,0,5,8,2,4,8,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,36392,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Shackelford,Scott James",25,25,100,3.456,3.766,52,44,4,0,0,6,4,3,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-V,598,8500,EXP CRSE FOR MBA GLB EXEC TRCK,N/A,"Andrew,Libby R",6,6,0,3.9,3.746,100,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,509,36387,CAPITAL MARKETS,N/A,"Richards,Eric L.",NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NOT AVAILABLE - SMALL CLASS SIZE,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,522,14826,LAW FOR GLOBAL BUSINESS,N/A,"Richards,Eric L.",33,33,100,3.936,3.786,90.9,9.1,0,0,0,14,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,561,10793,BUSINESS STRATEGY,N/A,"Geoghegan,Will",32,32,100,3.5,3.803,71.9,18.8,6.3,3.1,0,2,10,11,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,571,36388,CORPORATE FINANCE,N/A,"Kamma,Sreenivas",32,32,100,3.591,3.803,65.6,34.4,0,0,0,0,10,11,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,589,14524,APPLIED BUSINESS PROJECTS,N/A,"Richards,Eric L.",25,25,100,3.18,3.766,20,60,20,0,0,0,5,0,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,NON,Non Standard Session,BUS,Kelley School of Business,BL-BUEX,Business Global Executive Mgt,BUEX,BUEX-Z,590,14522,INTEGRATED CAPSTONE,N/A,"Richards,Eric L.",25,25,100,3.92,3.766,96,0,4,0,0,10,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,512,34700,"LEADERSHIP, TEAMS & INCLUSION",N/A,"Gonzalez-Mule,Erik",43,45,93.3,3.816,3.756,90.7,9.3,0,0,2,5,20,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,512,34701,"LEADERSHIP, TEAMS & INCLUSION",N/A,"Gonzalez-Mule,Erik",44,45,100,3.83,3.697,86.4,13.6,0,0,1,5,23,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,34698,QUANTITATIVE ANALYSIS,N/A,"Perry,Aaron B",21,29,60,3.1,3.524,47.6,38.1,4.8,0,10,1,6,3,2,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,4,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,5300,QUANTITATIVE ANALYSIS,N/A,"Perry,Aaron B",36,41,97.5,3.267,3.589,52.8,38.9,2.8,0,7,8,4,7,4,5,5,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,5301,QUANTITATIVE ANALYSIS,N/A,"Perry,Aaron B",28,29,100,3.375,3.617,42.9,46.4,10.7,0,1,4,4,4,8,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,6568,QUANTITATIVE ANALYSIS,N/A,"Johnson,Kari A",37,41,0,3.811,3.686,81.1,18.9,0,0,4,17,10,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,6908,QUANTITATIVE ANALYSIS,N/A,"VanDeusen,Adam",44,46,0,3.948,3.811,95.5,4.5,0,0,2,13,26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,7797,QUANTITATIVE ANALYSIS,N/A,"Johnson,Kari A",40,40,100,3.865,3.731,92.5,7.5,0,0,0,20,8,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8476,QUANTITATIVE ANALYSIS,N/A,"Hill,John David",37,38,100,3.435,3.667,48.6,48.6,2.7,0,1,0,12,6,8,5,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8477,QUANTITATIVE ANALYSIS,N/A,"Cutshall,Rex R.",30,33,100,3.69,3.666,83.3,10,3.3,0,4,3,20,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8478,QUANTITATIVE ANALYSIS,N/A,"Cutshall,Rex R.",29,30,100,3.879,3.783,93.1,6.9,0,0,1,4,18,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,520,8616,QUANTITATIVE ANALYSIS,N/A,"VanDeusen,Adam",24,26,46.2,3.629,3.696,70.8,25,4.2,0,2,3,13,1,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14291,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Zheng,Lin",17,18,0,3.959,3.823,94.1,5.9,0,0,1,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,14292,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Zheng,Lin",29,31,0,3.255,3.267,58.6,24.1,10.3,0,4,5,10,2,3,1,3,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,4757,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",24,29,100,3.354,3.491,54.2,37.5,4.2,4.2,5,0,12,1,2,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,5302,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",25,27,100,3.776,3.713,80,20,0,0,2,0,18,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,7833,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",32,35,0,3.403,3.689,65.6,28.1,0,0,5,0,16,5,0,7,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,7871,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",39,40,100,3.362,3.598,59,25.6,12.8,0,2,0,20,3,4,3,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8409,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Zheng,Lin",26,27,0,3.627,3.675,61.5,38.5,0,0,1,7,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8479,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",39,40,100,3.315,3.619,59,23.1,12.8,0,3,0,16,7,6,3,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8487,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Farber,David B",38,39,100,3.426,3.685,65.8,18.4,13.2,2.6,1,0,19,6,3,0,4,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8488,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Tiras,Samuel L",21,21,100,3.814,3.834,85.7,14.3,0,0,0,0,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,521,8614,MNG ACCTG INFO FOR DEC-MAKING,N/A,"Miller,Brian Paul",38,38,100,3.447,3.755,36.8,63.2,0,0,0,3,8,3,15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,524,13524,STRATEGIC ENTREPRENEURSHIP,N/A,"Fisher,Greg C",42,45,100,3.748,3.691,83.3,16.7,0,0,3,1,21,13,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,524,37318,STRATEGIC ENTREPRENEURSHIP,N/A,"Fisher,Greg C",45,46,91.1,3.687,3.682,80,20,0,0,1,1,14,21,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,526,14294,CORPORATE ENTREP & INNOV,N/A,"Batchelder,Susan L",38,41,100,3.913,3.677,92.1,7.9,0,0,3,16,15,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,526,6885,CORPORATE ENTREP & INNOV,N/A,"Batchelder,Susan L",44,44,100,3.984,3.834,97.7,2.3,0,0,0,26,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
IUBLA,Bloomington,4225,Summer 2022,1,Regular Academic Session,BUS,Kelley School of Business,BL-BUKD,Business Kelley Direct,BUKD,BUKD-C,527,8501,BUSINESS ECONOMETRICS,N/A,"Youle,Thomas",44,44,100,3.927,3.782,95.5,4.5,0,0,0,10,28,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9/9/22
